"tzero","beta","delta","k","m","w","de","E50","r","q","p","c"
3.02368522039776,5.5756557201732e-08,3.08541301940717,0.0773772019671559,2.97359285791457,2.81173189251209e-05,1,100,10,2.38713107790612e-05,390.671869025997,15
-9.13843188863898,4.98977016644488e-08,3.12731105589243,0.0777111385908373,2.14025793720982,2.71723645834896e-05,1,100,10,2.38713107790612e-05,415.540982097089,15
-13.8563751887935,1.0359660360397e-07,3.13847250985652,0.080659630113899,4.07024796798162,2.74967385345462e-05,1,100,10,2.38713107790612e-05,366.634664179255,15
-2.61684107856,1.12846543001981e-07,3.13104191446095,0.0804795872578574,3.66651989260834,2.80095739306979e-05,1,100,10,2.38713107790612e-05,322.356188715287,15
-5.59531013204096,5.65314322794248e-08,3.09710763671139,0.0775294832239271,4.17492498921266,2.71527588543722e-05,1,100,10,2.38713107790612e-05,329.404013152636,15
-3.05581141149904,3.60714837490254e-08,3.21452807157368,0.0767145571389791,2.85907411686592,2.7207100263236e-05,1,100,10,2.38713107790612e-05,424.685099074353,15
-15.1232142008861,8.9314695763172e-08,3.05799997467824,0.0787236049537032,4.67873210850177,2.86990269211598e-05,1,100,10,2.38713107790612e-05,327.522503432651,15
-16.2875729646303,7.2075757566311e-08,3.25212748769244,0.076649945905531,3.21884459904541,2.66668550535376e-05,1,100,10,2.38713107790612e-05,441.450123849119,15
-2.63149230807966,6.87454183891889e-08,3.06766629362058,0.0798487067921108,2.41826299529316,2.70497739145629e-05,1,100,10,2.38713107790612e-05,347.832974473122,15
2.12807946827735,4.79562458664963e-08,2.99772375426061,0.0754036484511818,3.51633972275254,2.79280221378888e-05,1,100,10,2.38713107790612e-05,444.131703168179,15
-15.4384200059231,4.72783111162488e-08,3.09726227045506,0.0766879768337599,3.73593331272286,2.85508724590419e-05,1,100,10,2.38713107790612e-05,356.588547326533,15
-0.389649970557365,5.3002479544384e-08,3.12799953636915,0.0764334505985089,2.18966245940384,2.74720733769146e-05,1,100,10,2.38713107790612e-05,416.848682796298,15
-2.81308845780904,7.58087056488525e-08,3.15155968387933,0.0787505938368323,4.18337410104082,2.78602201999061e-05,1,100,10,2.38713107790612e-05,384.719130813378,15
-2.47076224020858,6.92253948816376e-08,3.20543427996847,0.0782661641066486,2.76881693004061,2.73691693611652e-05,1,100,10,2.38713107790612e-05,353.325482869912,15
-8.18062765048434,1.04303984014827e-07,3.16526759972596,0.0782545189187111,4.54182181927758,2.87593938059141e-05,1,100,10,2.38713107790612e-05,474.731127428069,15
-7.15263754684081,7.18450682675237e-08,3.13996032034366,0.0809537608385558,3.84106846556558,2.74093611951953e-05,1,100,10,2.38713107790612e-05,403.304513750708,15
-8.9535427271329,6.24500999631063e-08,3.17331394330654,0.0765773236536444,3.89145515164259,2.79860746971088e-05,1,100,10,2.38713107790612e-05,404.816786477085,15
-10.7314674370006,4.39643763802694e-08,3.18152472618519,0.0762607871774068,3.67511280369214,2.75036659024304e-05,1,100,10,2.38713107790612e-05,432.706255348105,15
-0.118999987472781,4.59556469691006e-08,3.06830257894923,0.0769444476766714,3.89047350756851,2.75856816663682e-05,1,100,10,2.38713107790612e-05,414.013246067818,15
-5.0569127231256,8.53988028125146e-08,3.14686718018978,0.0758870337723399,2.43502714156037,2.76606004584395e-05,1,100,10,2.38713107790612e-05,369.460850323875,15
2.76277599561695,1.00314586782854e-07,3.08620418870897,0.0747287207627835,3.80210269454051,2.80056314932393e-05,1,100,10,2.38713107790612e-05,360.303261220519,15
-5.06973697896088,5.6776659332363e-08,3.01586191763983,0.0788905375263966,2.75294442423524,2.77296820725773e-05,1,100,10,2.38713107790612e-05,329.948821754406,15
-7.89964403590448,5.21062721755035e-08,3.11723479113931,0.0731461982273728,3.10302284180989,2.8696211456061e-05,1,100,10,2.38713107790612e-05,378.076647533523,15
-0.960417503295656,4.9314356892364e-08,3.01718864086155,0.0774980063338401,2.28944990532007,2.68815600683932e-05,1,100,10,2.38713107790612e-05,459.766520222078,15
-3.21574013040334,8.76765915270889e-08,3.0150614147028,0.0737851125225531,3.93323687858342,2.79798409628358e-05,1,100,10,2.38713107790612e-05,397.556326323332,15
-5.76656081024062,2.69733504563956e-08,3.17598389379255,0.0816030215483363,3.24506153887442,2.75703786584752e-05,1,100,10,2.38713107790612e-05,429.554072874746,15
-7.46106213464401,4.73466078812737e-08,3.15586746671643,0.0763146412690065,3.77705174666078,2.87298400754951e-05,1,100,10,2.38713107790612e-05,413.902424241147,15
-4.74417648553479,4.70057082942548e-08,3.19368925485258,0.0766259167298034,2.628752137403,2.69879941661453e-05,1,100,10,2.38713107790612e-05,461.648830244252,15
-11.9309483728568,3.67091764979872e-08,3.08912071586072,0.0790239008830293,6.0622930264139,2.74056969577517e-05,1,100,10,2.38713107790612e-05,392.442418529999,15
-8.77025640585747,5.24417405917272e-08,3.20883444157727,0.0774463361459439,3.19127267852731,2.75255062098911e-05,1,100,10,2.38713107790612e-05,420.653518037168,15
4.13145596469658,5.66010871488084e-08,3.05908906506403,0.0768620580770127,7.47953340265377,2.69223160965499e-05,1,100,10,2.38713107790612e-05,450.119979809961,15
-9.59576773401849,3.30537206583162e-08,3.10328610906311,0.0780501925908891,5.12948794946908,2.73566433316689e-05,1,100,10,2.38713107790612e-05,390.98941885498,15
-15.7054906072876,5.54441514818391e-08,3.13314859383651,0.0726060764472716,2.39847106336201,2.73489252046944e-05,1,100,10,2.38713107790612e-05,417.823036453685,15
-8.12771772736887,5.42281882029452e-08,3.27173717494704,0.0789380337486428,2.87639203002336,2.72454336109931e-05,1,100,10,2.38713107790612e-05,399.513955839203,15
-3.25014072471269,1.32319678935728e-07,3.28932080990193,0.0765841866103836,3.21122369384786,2.68069205335124e-05,1,100,10,2.38713107790612e-05,344.960042044858,15
-6.60849843857816,8.74354599182525e-08,3.02763110342947,0.0774726651408544,3.65487627413209,2.75203037006942e-05,1,100,10,2.38713107790612e-05,363.885837512317,15
1.78920446602297,6.06122514093212e-08,3.03826897048297,0.0764186045455363,4.73972191912979,2.76667522478573e-05,1,100,10,2.38713107790612e-05,415.09909917541,15
-3.52117923622244,3.11826482238332e-08,3.16509215735603,0.0773726868487807,3.4093068830705,2.73497593706615e-05,1,100,10,2.38713107790612e-05,474.665829319058,15
-7.80245831193598,8.95303957982748e-08,3.19955874120803,0.0743402691964664,2.25878703949542,2.79299044015364e-05,1,100,10,2.38713107790612e-05,362.984852408584,15
-6.10151507432827,1.37618282501454e-07,3.03711233967003,0.079246837886972,2.66758381165486,2.80030460530602e-05,1,100,10,2.38713107790612e-05,477.826222323075,15
-4.50427923250515,2.89052062788693e-08,3.27377996577603,0.0800121078041006,2.22869067963567,2.80108544263001e-05,1,100,10,2.38713107790612e-05,334.203789684688,15
1.9441975844429,2.67008086933121e-08,3.17617625176755,0.0792611759578415,4.42496280043135,2.80091180447837e-05,1,100,10,2.38713107790612e-05,471.898946847232,15
4.4832553871531,4.72462010759333e-08,3.16547604509398,0.0773464809175932,2.44239761869316,2.76370003258183e-05,1,100,10,2.38713107790612e-05,420.063495487199,15
-14.2409686832126,9.96638380047501e-08,3.04875455211667,0.0752209287780203,2.52443923918377,2.80267648399789e-05,1,100,10,2.38713107790612e-05,389.143734867138,15
-5.86058484698207,6.26167560642299e-08,3.19383653471253,0.0731004792361375,4.83976194341463,2.75418624255143e-05,1,100,10,2.38713107790612e-05,357.538062647448,15
2.84378268092664,6.65187393899742e-08,3.11419384496438,0.0798783870364726,1.98570078173541,2.76517179679827e-05,1,100,10,2.38713107790612e-05,392.443532630825,15
-1.11603214847906,1.48921925559068e-07,3.00646397532387,0.0785347268438081,4.01913254201408,2.80492972399252e-05,1,100,10,2.38713107790612e-05,342.520475754011,15
-10.3091689176384,3.86185849683316e-08,3.2514118957776,0.0749268390641124,3.57692796690248,2.82250529708466e-05,1,100,10,2.38713107790612e-05,323.377578992429,15
-4.05664449046565,8.36348203191636e-08,2.91350790396303,0.077796506769228,2.54437567171085,2.67905603715033e-05,1,100,10,2.38713107790612e-05,363.444535053465,15
-7.11718854957531,5.14606625245167e-08,3.09426301543085,0.0792702024077827,4.414048509457,2.81881045180621e-05,1,100,10,2.38713107790612e-05,394.634170472711,15
-1.72525235963123,2.45210526773046e-08,3.22038422549978,0.078545926571427,3.28929541980306,2.89540979760261e-05,1,100,10,2.38713107790612e-05,363.470892947643,15
-1.7009944440564,4.00135649077321e-08,3.17765550058515,0.0756093137829122,3.68170147150505,2.78081313401898e-05,1,100,10,2.38713107790612e-05,467.418034594128,15
0.675970730697756,9.07432858567545e-08,3.09409212080615,0.0767957464469261,2.62242117994494,2.86528377123241e-05,1,100,10,2.38713107790612e-05,362.089292967972,15
0.66807505566408,3.57691939930075e-08,3.22483937657059,0.0795726244541987,2.08500994683397,2.74167350658821e-05,1,100,10,2.38713107790612e-05,390.794855036923,15
-4.0866537883238,1.49447297385065e-07,3.20462020784231,0.0738379730168377,2.61569840546396,2.87687716912645e-05,1,100,10,2.38713107790612e-05,392.128297471784,15
-6.19243349917437,3.262067163708e-08,3.11168793556181,0.0807920186459394,4.27275521459595,2.88990534958883e-05,1,100,10,2.38713107790612e-05,400.336182338224,15
-4.97500108624996,7.37634184175246e-08,3.05675272826707,0.0753011066195031,2.40449205535191,2.81536521360505e-05,1,100,10,2.38713107790612e-05,493.746019982842,15
4.35561772368153,4.03597273240811e-08,3.03430500859904,0.0790565563984011,3.68451472792975,2.75178432503146e-05,1,100,10,2.38713107790612e-05,423.492112650737,15
-8.76911647262691,4.461520994817e-08,3.1134008849076,0.0813978692807833,3.64380648773677,2.78687021723781e-05,1,100,10,2.38713107790612e-05,415.302625928864,15
-10.7209800521099,2.68626451530962e-08,3.02869523302157,0.0793457174996158,3.5899346522187,2.80884819090485e-05,1,100,10,2.38713107790612e-05,380.581372646907,15
-16.4965610014415,5.31891256914712e-08,3.09874702265123,0.0773560104803882,3.75637118332139,2.72077145459534e-05,1,100,10,2.38713107790612e-05,431.552753026802,15
1.95065399912412,4.56395341171815e-08,2.97124483309666,0.0780440571735923,2.37530928668551,2.76148069989747e-05,1,100,10,2.38713107790612e-05,404.59782994284,15
-2.57521844330128,5.55361324675618e-08,3.20328057102865,0.0799799642142286,3.63794500336768,2.7284082740515e-05,1,100,10,2.38713107790612e-05,461.289198698531,15
-8.07697759774664,3.08569498691409e-08,3.08274699442166,0.0736249091897093,3.69660397183143,2.86446407191e-05,1,100,10,2.38713107790612e-05,409.274795379568,15
5.6609988643299,6.00811893773498e-08,2.963015327643,0.0788386931978096,3.42703646892776,2.79392849421436e-05,1,100,10,2.38713107790612e-05,362.027662352914,15
-2.60210779728789,5.24227577595892e-08,3.0241386300367,0.0790838173794917,2.57936038257045,2.88762390993267e-05,1,100,10,2.38713107790612e-05,369.257466153936,15
-4.21514225159158,1.03727546689946e-07,3.21338649909583,0.0794116783496653,2.49184107910054,2.79584928629538e-05,1,100,10,2.38713107790612e-05,341.85429331884,15
0.344161091594504,6.62519453139585e-08,3.15210905499925,0.0787291088910083,3.07417461465085,2.70470557659513e-05,1,100,10,2.38713107790612e-05,388.754448726025,15
-15.0215499214978,8.74617102113862e-08,3.11695862282101,0.0782971955539096,2.9187936419881,2.7528972498507e-05,1,100,10,2.38713107790612e-05,364.679191450763,15
-5.6348190328279,7.2245071822131e-08,3.2438042576503,0.0791383337286934,2.93146236430085,2.80633101333195e-05,1,100,10,2.38713107790612e-05,507.160140931497,15
-1.97558706444336,9.90576685903146e-08,3.0663408455769,0.0771943098602492,4.28638973847424,2.802019964988e-05,1,100,10,2.38713107790612e-05,319.614760418336,15
-10.6741367547962,4.6722171130005e-08,3.05843439551325,0.0793961640090052,2.58498386284748,2.86294321484357e-05,1,100,10,2.38713107790612e-05,356.869887002141,15
5.31198857380415,6.38614863343172e-08,3.16243041718433,0.0788621160212571,3.06692925161047,2.76555943843734e-05,1,100,10,2.38713107790612e-05,369.37773102936,15
-3.30683432082829,4.62984916656932e-08,3.10955925409971,0.0798769572470263,2.00994789869797,2.84309500470709e-05,1,100,10,2.38713107790612e-05,454.299420106937,15
-11.8043413138785,2.57363418035976e-08,3.12844584375458,0.0768517744930145,1.77558892135705,2.72544365855651e-05,1,100,10,2.38713107790612e-05,425.588767940491,15
-14.5463745034073,3.24344910424562e-08,3.27411953085983,0.0739872153603794,1.91708150407146,2.90885949584602e-05,1,100,10,2.38713107790612e-05,364.187672436487,15
6.19112452232656,3.76067762308004e-08,3.20289517624741,0.0767836106355225,4.58705492349756,2.75013324210754e-05,1,100,10,2.38713107790612e-05,409.369871783896,15
-1.45394365665988,4.92223946378772e-08,3.13999751268782,0.0823201545441845,3.41213334015836,2.80785966195519e-05,1,100,10,2.38713107790612e-05,408.502098275683,15
1.17479801430252,4.22424569063293e-08,3.18125740207896,0.0766130363243509,4.35054380986994,2.70535111427796e-05,1,100,10,2.38713107790612e-05,423.461621910283,15
-7.17210881081092,1.08929904011863e-07,3.19070868834564,0.0791819627452914,2.91162976241793,2.69369138794553e-05,1,100,10,2.38713107790612e-05,477.484781271564,15
-9.2583920294813,4.93272927623793e-08,3.0704446024106,0.0788179136390133,2.83718731179656,2.72471141136425e-05,1,100,10,2.38713107790612e-05,457.230003818448,15
2.62705008794531,5.37969974554734e-08,3.15247309238481,0.0765202976961808,2.76350458265338,2.82988457796929e-05,1,100,10,2.38713107790612e-05,446.518969217697,15
-10.8610329346588,6.75852860798171e-08,3.12192863800226,0.0795701747130213,1.93107700388584,2.81676663953683e-05,1,100,10,2.38713107790612e-05,453.410149752905,15
-13.6215311941299,6.33732639991742e-08,3.03712656164489,0.0778919319149533,2.49581141786372,2.79883750249365e-05,1,100,10,2.38713107790612e-05,381.269986431639,15
-15.3595016477206,5.94909252740163e-08,2.98515567174642,0.0768364248494553,1.90259279965469,2.73777946174553e-05,1,100,10,2.38713107790612e-05,416.389266324372,15
5.42932441050808,3.01245155262669e-08,3.02377366496676,0.0784604862493484,1.88569892758818,2.73017606937129e-05,1,100,10,2.38713107790612e-05,365.838008470756,15
3.53306265356762,6.89849291723156e-08,3.16123721203284,0.0777029958973877,3.51023454559817,2.69920944778853e-05,1,100,10,2.38713107790612e-05,399.385535969606,15
-4.8721444535102,4.45276923502148e-08,3.23503178181481,0.0752229520976679,3.62287479711052,2.87292116726658e-05,1,100,10,2.38713107790612e-05,386.270780354746,15
-3.22537385753368,5.39533933269038e-08,3.19450380212383,0.0793560220902428,3.98314460888598,2.70156793637403e-05,1,100,10,2.38713107790612e-05,374.663747861105,15
3.67678485942344,6.94313968201063e-08,3.05283113209227,0.0778987424026387,3.18507314221757,2.81483920454454e-05,1,100,10,2.38713107790612e-05,356.883984090403,15
-6.14530954765513,2.61914168875671e-07,3.00268958232629,0.0787495540133433,2.22423958908486,2.82843777706312e-05,1,100,10,2.38713107790612e-05,397.73905596221,15
-2.80235616190946,3.62694965478086e-08,3.17025263118675,0.0769849853627951,2.833009637453,2.69296415929348e-05,1,100,10,2.38713107790612e-05,372.964841981292,15
2.92069612657484,4.10488859674002e-08,3.15879068566091,0.0774820781848541,3.77631014553929,2.81565599924797e-05,1,100,10,2.38713107790612e-05,395.18726520662,15
-5.57571868728345,8.74844798260309e-08,3.03181758971835,0.0760376317010253,1.70322000184526,2.79372943210898e-05,1,100,10,2.38713107790612e-05,372.410451216706,15
-10.49218366202,3.49950841167153e-08,3.13440780271989,0.077027165165142,2.34481340709387,2.79795352233184e-05,1,100,10,2.38713107790612e-05,411.005708621467,15
-7.54667337271916,6.02677778034652e-08,3.05309324121376,0.0766934868260133,4.45318372186232,2.82150274768173e-05,1,100,10,2.38713107790612e-05,449.568694717818,15
-4.60167745133936,6.57192626345432e-08,3.08942107478139,0.0756302807942782,1.8686678230755,2.8939348539819e-05,1,100,10,2.38713107790612e-05,349.442331362236,15
-8.31312196634871,9.14076797681433e-08,3.13764476913659,0.0787407546760732,3.02522945987895,2.77371186490728e-05,1,100,10,2.38713107790612e-05,405.890179112129,15
-8.15238657336027,4.23011877591924e-08,3.00793467579625,0.0756601908992817,1.67742495876514,2.75476815997405e-05,1,100,10,2.38713107790612e-05,364.983774159419,15
2.54861720439436,4.98875981854398e-08,3.21703563380082,0.0767805639321513,4.64732836359637,2.85704610917516e-05,1,100,10,2.38713107790612e-05,451.035749955642,15
-12.0565533602201,3.24757773622688e-08,3.03831483593485,0.0759568448433131,4.15190884883921,2.77383945420145e-05,1,100,10,2.38713107790612e-05,403.932480639304,15
-3.93181699796762,8.35149938224454e-08,3.17349499145398,0.0792626177317706,4.61042464065437,2.64719864794005e-05,1,100,10,2.38713107790612e-05,401.45639600746,15
-9.73925392935917,7.06226155882036e-08,3.13582316310974,0.0777032649827576,3.21940539545881,2.74814022212612e-05,1,100,10,2.38713107790612e-05,334.097028146599,15
-3.23554772376831,1.11641894159837e-07,3.23696845460463,0.0788598350086174,2.21756441261138,2.8448735952662e-05,1,100,10,2.38713107790612e-05,359.312027146684,15
-4.79749304559033,5.06349899463463e-08,3.11695483563426,0.0761787612178321,4.04414992503722,2.82072921233464e-05,1,100,10,2.38713107790612e-05,508.131417760799,15
-7.10050004494159,7.4889088888555e-08,3.08949368981235,0.076152804953761,7.67350477757685,2.81586253822362e-05,1,100,10,2.38713107790612e-05,462.885900036711,15
-10.1354774816489,5.5452293132903e-08,3.09264437812632,0.077040030516995,2.8300672237387,2.76428530361057e-05,1,100,10,2.38713107790612e-05,340.221361167879,15
-3.88285665501921,2.0578356145759e-08,3.05389317885476,0.0777592273538402,2.48798653427893,2.72081257045805e-05,1,100,10,2.38713107790612e-05,417.987526788177,15
-12.9891090503906,3.02314903393251e-08,3.11510116361387,0.0784420072804298,2.58458384914102,2.74146995248119e-05,1,100,10,2.38713107790612e-05,413.088589287658,15
-6.66744234170376,8.20666400543777e-08,3.13115827548754,0.0777471227004405,3.64620753364936,2.83635590758579e-05,1,100,10,2.38713107790612e-05,388.512999532036,15
-11.706068959943,3.3386839019949e-08,3.27156316308331,0.0791882638217761,3.94210106894312,2.77731624749099e-05,1,100,10,2.38713107790612e-05,400.842653419836,15
1.79008558401436,6.19441350222793e-08,3.06420801801616,0.0777677390536976,4.33654163326827,2.68307933051788e-05,1,100,10,2.38713107790612e-05,465.05465565623,15
3.97063774223638,9.57335230590419e-08,3.17431448668566,0.0782378393391387,2.63067658563278,2.88354134576016e-05,1,100,10,2.38713107790612e-05,418.203810179441,15
-5.58070689995454,1.72511427309266e-07,3.12173847101381,0.0780929485756881,3.18046024760062,2.82503216911857e-05,1,100,10,2.38713107790612e-05,296.873528094021,15
-2.41004715951945,6.23427657335777e-08,3.05685545121159,0.0789996996972541,4.52216884615616,2.73485421570022e-05,1,100,10,2.38713107790612e-05,485.686967628233,15
-5.54101707904384,7.28668357466532e-08,3.19188924096383,0.0767668044544196,2.36882123104237,2.79279479866214e-05,1,100,10,2.38713107790612e-05,427.39512314347,15
0.0142641022109133,1.27307313515126e-07,3.19805184752005,0.0757633167440134,3.1721723283199,2.83411464749917e-05,1,100,10,2.38713107790612e-05,404.348447596828,15
-15.1565610208801,8.3365331804031e-08,3.25558920093636,0.0758089138996153,3.85295292441914,2.83323795778064e-05,1,100,10,2.38713107790612e-05,364.94292748476,15
-9.06419071297754,1.263584250165e-07,3.25926458117506,0.0824732250440332,4.37813803901367,2.76994236245821e-05,1,100,10,2.38713107790612e-05,382.557366105779,15
4.6206012341024,2.18992596084945e-08,3.05915415189031,0.0748469971384982,2.59830296230262,2.78377185628573e-05,1,100,10,2.38713107790612e-05,398.942396576481,15
-3.36111047609934,7.30348369739864e-08,3.21796576894238,0.0795051890930693,4.54566819708407,2.74441795636868e-05,1,100,10,2.38713107790612e-05,418.22765840038,15
-6.24033606081966,5.79080710261246e-08,3.13593994112009,0.0738861468733476,3.90427791254686,2.72960117057051e-05,1,100,10,2.38713107790612e-05,335.894533572723,15
-5.26622865180118,7.59434893140123e-08,3.14626985582374,0.0771121207704347,2.49858951636558,2.76040215731965e-05,1,100,10,2.38713107790612e-05,325.25317315235,15
-4.53638819874225,4.87376652880953e-08,3.12695003594777,0.0784658986856897,5.1079017649788,2.82367123707472e-05,1,100,10,2.38713107790612e-05,371.750248872596,15
-5.6771894454047,3.45056733391368e-08,3.10538194722778,0.0770060265717596,2.24316264582337,2.81756837477059e-05,1,100,10,2.38713107790612e-05,394.93338706727,15
-8.86647775164573,9.37461854290044e-08,3.22513754497533,0.0755904734728713,3.18619545489779,2.78425540098433e-05,1,100,10,2.38713107790612e-05,352.588268534945,15
-4.35790858785697,7.71905559577981e-08,2.99241409342222,0.0757004586736273,5.00979588476792,2.75025175503216e-05,1,100,10,2.38713107790612e-05,376.188578056357,15
-4.66747333972937,5.0930375248404e-08,3.09552973254411,0.0762381879092786,2.89545139216036,2.81178676465155e-05,1,100,10,2.38713107790612e-05,402.274098354676,15
-10.7290102485747,5.20276307045147e-08,3.27246115173441,0.0793152432520568,4.23979717121561,2.80344546020109e-05,1,100,10,2.38713107790612e-05,512.133585914188,15
-14.3809229734271,5.77772982477633e-08,3.01923933462212,0.0743379663248366,3.5484183775104,2.76218377468395e-05,1,100,10,2.38713107790612e-05,473.681731275689,15
-1.93876133515676,4.90641985988514e-08,3.08291026771371,0.0766365209993271,3.30502486886714,2.72324252370671e-05,1,100,10,2.38713107790612e-05,426.60705456591,15
-9.1921759817559,8.76349096046184e-08,3.21971650115602,0.0762813827252619,3.04757160107463,2.76190661035139e-05,1,100,10,2.38713107790612e-05,436.278683579403,15
-2.41404618670651,6.84257254328058e-08,3.10867974296563,0.0770623784041282,3.30723065120911,2.72456997993442e-05,1,100,10,2.38713107790612e-05,432.755963995031,15
-2.40812763096062,8.16342935890823e-08,3.30770596956502,0.0771086551619804,3.06750520902846,2.82851159319741e-05,1,100,10,2.38713107790612e-05,336.248538092666,15
-4.87024009865726,6.83183556552886e-08,3.20199554652657,0.0772914412475394,4.38147691058261,2.78585442080503e-05,1,100,10,2.38713107790612e-05,386.645249776124,15
1.01209658566148,7.54996537686709e-08,3.07822194555836,0.0775303740407861,5.29203597693576,2.7898630966393e-05,1,100,10,2.38713107790612e-05,366.014292306594,15
-4.07524652634648,8.82661583980859e-08,3.03224241461859,0.0807990069430418,2.08321218368906,2.75888397614453e-05,1,100,10,2.38713107790612e-05,433.863359415632,15
-2.17056588615613,4.92297339784134e-08,3.06263858208199,0.0788151197057793,3.52893805799487,2.84700670315737e-05,1,100,10,2.38713107790612e-05,362.73871690195,15
-10.6826980257225,6.77248375378483e-08,3.2452933861751,0.0780868228431628,3.41290868353316,2.72686483804258e-05,1,100,10,2.38713107790612e-05,404.719636747202,15
-8.32324914407469,3.23849368203764e-08,3.09975512804989,0.0760439541672143,3.49621550033029,2.79920296966557e-05,1,100,10,2.38713107790612e-05,451.196956268592,15
-7.50319629069977,2.5524856533318e-08,3.01316286571587,0.0769211831331369,2.18106115613558,2.77131458836511e-05,1,100,10,2.38713107790612e-05,348.019700673229,15
-7.7161638278614,6.9346845641984e-08,3.02519342052583,0.0791519760543263,2.33358722485176,2.90590353977762e-05,1,100,10,2.38713107790612e-05,415.6442785727,15
-7.08373438785282,4.98739056085202e-08,3.2216307490934,0.0788450188657442,2.90375726880088,2.77308308570957e-05,1,100,10,2.38713107790612e-05,324.362793083921,15
1.37433705132808,8.1954188450853e-08,3.10419003359087,0.0765488385784094,2.28630564727113,2.74124425239262e-05,1,100,10,2.38713107790612e-05,387.609667823295,15
3.38557506189095,8.23865211493848e-08,3.10689712961689,0.0765232844391434,1.71930373496516,2.82878071423004e-05,1,100,10,2.38713107790612e-05,494.717437182482,15
